구분,단체이름,프로그램명,운영장소명,지원사업명,프로그램분야,프로그램대상,운영기간시작,운영기간종료,운영주소,시도,시군구,lat,lon
996,창작집단상상두목,히스토리 오케스트라,라인뮤직실용음악학원,2024 예술로 어울림,음악,"아동,청소년,청년,중장년,노년,장애인",2024-09-02,2024-11-20,경기도 포천시 왕방로 258,경기,포천시,37.9026960659371,127.202762907516
997,창작집단상상두목,포천영상아카이빙프로젝트 <우리 동네 38선에서 온 편지,포천이음사회적협동조합,2024 예술로 어울림,"영화,미디어,융복합","청년,중장년,노년",2024-08-20,2024-11-19,경기도 포천시 신북면 호국로 2064,경기,포천시,37.9336394841818,127.227231884403
998,창작집단상상두목,디카시 탐험,포천청년비전센터 세미나실,2024 예술로 어울림,"문학,미디어,융복합",,2024-09-11,2024-11-13,경기도 포천시 호국로 1423,경기,포천시,37.8858326320264,127.191800488481
999,창작집단상상두목,마을 기자단 만들기 프로젝트 <내일은 내가 포천 기자>,포천시지속가능발전협의회,2024 예술로 어울림,문학,"청년,중장년,노년",2024-08-14,2024-10-16,경기도 포천시 군내면 호국로 1555,경기,포천시,37.8929344128182,127.20251125628
1000,청주역사문화학교,다드미 가락에 인생을 싣고!,"이정골 경로당, 청주역사문화학교",,"문학,기타","중장년,노년",2023-04-11,2023-10-30,충청북도 청주시 상당구 이정골로 102 마을회관,충북,청주시 상당구,36.6349408035779,127.524406129708
1001,충주시노인복지관,예술과 함께하는 행복한 하루,2층 난초실,2025 문화예술교육 지원사업 예술누림(운영시설형),"음악,공예,미술",노년,2025-06-13,2025-11-28,충청북도 충주시 신촌8길 1,충북,충주시,36.958233166349,127.931034334309
1002,칠곡문화관광재단,"꿈의 무용단, 칠곡 <레인보우>",대연습실,"2024 꿈의 무용단 운영사업 ""칠곡""",무용,"아동,청소년",2024-03-01,2024-12-31,경상북도 칠곡군 석적읍 강변대로 1570,경북,칠곡군,36.0155990482713,128.404397914192
1003,황순원기념사업회,소나기마을 디카시 프로젝트,1층 작은도서관,2024 생애주기 문예술교육 지원사 꿈다락 문화예술학교,문학,"청년,중장년",2024-06-25,2024-11-26,경기도 양평군 서종면 소나기마을길 24,경기,양평군,37.5949195641212,127.377886605482
1004,국악콘텐츠제작소 나랩,예술놀이터 꼬마 작가,4층,2025 광주문화재단 예술시민문화예술학교 지원사업,"국악,만화/애니메이션,미술,문학,전통,미디어,융복합",아동,2025-05-10,2025-08-16,광주광역시 북구 군왕로 199,광주,북구,35.1788234839237,126.935008380658
1005,문화예술네트워크 주차,원도심으로 풀어보는 '나의 마음 초충도',대전 사회혁신센터 모두의 작업실,2025 생애주기별 문화예술교육 사업<꿈다락 문화예술학,"미술,기타",중장년,2025-06-10,2025-11-25,대전광역시 중구 중앙로 85,대전,중구,36.3259454983819,127.420294275893
1006,문화예술네트워크 주차,보물산 창작나무,보문산 행복숲길 지원센터,2025 생애주기별 문화예술교육 사업<꿈다락 문화예술학,"미술,기타",,2025-05-31,2025-11-08,대전광역시 중구 보문산공원로 440,대전,중구,36.3087967306417,127.423121444539
1007,아트커뮤니티센터 라온,우당탕탕 예술 시민 발대식,,꿈다락예술문화학교,"미술,미디어","아동,청소년",,,남구 문현로 36-1 다함께돌봄센터 문현아이꿈키움터,부산,남구,35.1409691251054,129.074276365533
1008,아트커뮤니티센터 라온,천마산 황금손 꼰대들,,꿈다락예술문화학교,미술,"중장년,노년",,,서구 천마로 50번길 70 이태석신부기념관,부산,서구,35.0824581833822,129.02353476072
1009,아트커뮤니티센터 라온,유연한 함께 살기 느린 노래의 꿈,,꿈다락예술문화학교,"미술,미디어","아동,청소년,중장년,장애인",,,연제구 중앙대로 1169 성공빌딩 3층 아트커뮤니티센터 라온,부산,연제구,35.1918724080898,129.079864094192
1010,관객문화협동조합 모퉁이극장,영화친구로 만나요,3층 모퉁이극장,2025 꿈다락 통합예술학교 (통합자율형),영화,,2025-06-23,2025-09-01,부산광역시 중구 광복중앙로 13,부산,중구,35.1006011889232,129.030902129603
1011,관객문화협동조합 모퉁이극장,우리가 만드는 상영회,3층 모퉁이극장,2025 꿈다락 통합예술학교 (통합자율형),영화,청년,2025-07-08,2025-09-24,부산광역시 중구 광복중앙로 13,부산,중구,35.1006011889232,129.030902129603
1012,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄",시흥매화초등학교,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",음악,아동,2025-05-16,2025-11-07,경기도 시흥시 매화1로 62,경기,시흥시,37.416348310209,126.807886869339
1013,서울사이버대학교 산학협력단,"예술로 온(溫), 인생 사계 : 그 노래를 기억하세요?",4층 도봉구치매안심센터,"2024 「마음치유, 봄처럼(치매안심센터협력)」",음악,노년,2024-05-03,2024-10-25,서울특별시 도봉구 마들로 650,서울,도봉구,37.6680283468222,127.047064658894
1014,서울사이버대학교 산학협력단,"예술로 온(溫), 인생 사계",7층 금천구치매안심센터,"2024 「마음치유, 봄처럼(치매안심센터협력)」",음악,노년,2024-05-02,2024-11-01,서울특별시 금천구 시흥대로123길 11,서울,금천구,37.4702190458977,126.8970437257
1015,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄",도봉구치매안심센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",음악,노년,2025-05-13,2025-10-28,서울특별시 도봉구 마들로 650,서울,도봉구,37.6680283468222,127.047064658894
1016,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄",성남문원중학교,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",음악,청소년,2025-05-13,2025-11-11,경기도 성남시 수정구 논골로 79,경기,성남시 수정구,37.4609170339116,127.157406211555
1017,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄",양주시정신건강복지센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",음악,청년,2025-05-15,2025-11-06,경기도 양주시 만삼로 133,경기,양주시,37.7996350618767,127.100656054523
1018,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄날의 정원",강남구정신건강복지센터,"2024 「마음치유, 봄처럼(정신건강복지센터협력)」",음악,청년,2024-04-25,2024-11-15,서울특별시 강남구 자곡로 100,서울,강남구,37.4714960885035,127.094495808084
1019,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄",남송빌딩 5층 동북어르신돌봄종사자지원센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",음악,중장년,2025-05-20,2025-09-24,서울특별시 강북구 도봉로 172,서울,강북구,37.6242206246421,127.027361963445
1020,서울사이버대학교 산학협력단,"예술로 온(溫), 마음 친구 : 예술 ON 회룡",회룡중학교,"2024 「마음치유, 봄처럼(교육부 협력)」",음악,청소년,2024-05-01,2024-11-15,경기도 의정부시 안말로 45,경기,의정부시,37.7153825795869,127.043849873657
1021,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄날의 정원",3층 마포구정신건강복지센터,"2024 「마음치유, 봄처럼(정신건강복지센터협력)」",음악,청년,2024-04-26,2024-11-08,서울특별시 마포구 성산로4길 15,서울,마포구,37.563368493241,126.907895665906
1022,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄날의 정원",강북구정신건강복지센터,"2024 「마음치유, 봄처럼(정신건강복지센터협력)」",음악,청년,2024-05-10,2024-11-15,서울특별시 강북구 삼양로19길 154,서울,강북구,37.6170464839465,127.015639860009
1023,서울사이버대학교 산학협력단,"음악으로 온(溫), 봄",치매안심센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",음악,노년,2025-05-16,2025-10-31,서울특별시 강북구 삼양로 335-1,서울,강북구,37.6334143231979,127.017155278047
1024,서울사이버대학교 산학협력단,"예술로 온(溫), 마음 친구 : 예술 ON 문원",성남문원중학교,"2024 「마음치유, 봄처럼(교육부 협력)」",음악,청소년,2024-05-13,2024-11-11,경기도 성남시 수정구 논골로 79,경기,성남시 수정구,37.4609170339116,127.157406211555
1025,서울사이버대학교 산학협력단,"예술로 온(溫), 마음 친구 : 예술 ON 다온",다온중학교,"2024 「마음치유, 봄처럼(교육부 협력)」",음악,청소년,2024-05-23,2024-11-15,경기도 의정부시 둔야로49번길 30,경기,의정부시,37.7412221620353,127.037303067271
1026,서울사이버대학교 산학협력단,"예술로 온(溫), 인생 사계",2층 강북구치매안심센터,"2024 「마음치유, 봄처럼(치매안심센터협력)」",음악,노년,2024-05-03,2024-11-01,서울특별시 강북구 삼양로 335-1,서울,강북구,37.6334143231979,127.017155278047
1027,대구가톨릭대학교 산학협력단(문화예술연구소),역사 꿈나무의 상상탐험,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,미술,무용,융복합",아동,2024-03-11,2024-07-22,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1028,대구가톨릭대학교 산학협력단(문화예술연구소),생쌩 토리큐브,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,미술,무용,융복합",아동,2024-03-05,2024-07-17,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1029,대구가톨릭대학교 산학협력단(문화예술연구소),전래동요 국악놀이,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"국악,융복합,기타",아동,2024-03-04,2024-07-22,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1030,대구가톨릭대학교 산학협력단(문화예술연구소),알록달록 오감 팡팡!,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"공예,미술,융복합",아동,2024-03-07,2024-07-23,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1031,대구가톨릭대학교 산학협력단(문화예술연구소),아리아리 동동,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"무용,융복합,기타",아동,2024-03-05,2024-07-31,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1032,대구가톨릭대학교 산학협력단(문화예술연구소),팡팡 K-pop,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,무용,융복합",아동,2024-03-05,2024-07-25,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1033,대구가톨릭대학교 산학협력단(문화예술연구소),읽고 쓰고 리듬타고~,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"음악,융복합,기타",아동,2024-03-04,2024-07-22,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1034,대구가톨릭대학교 산학협력단(문화예술연구소),키네틱 아트,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"공예,미술,융복합",아동,2024-03-04,2024-07-22,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1035,대구가톨릭대학교 산학협력단(문화예술연구소),반짝이 연극 놀이,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"연극/뮤지컬,융복합,기타",아동,2024-03-05,2024-07-17,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1036,대구가톨릭대학교 산학협력단(문화예술연구소),춤추는 자음모음,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"미술,무용,융복합,기타",아동,2024-03-08,2024-07-19,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1037,대구가톨릭대학교 산학협력단(문화예술연구소),에코로 폴짝 쿵,"대구,경북 지역 늘봄학교",2024 늘봄학교 문화예술교육 지원사업,"미술,무용,융복합",아동,2024-03-04,2024-07-22,경상북도 경산시 하양읍 하양로 13-13,경북,경산시,35.9091304681441,128.807584697953
1038,경남쳄버쏘싸이어티,나와 만나는 콜라주 그림책,봉곡평생학습센터,생애주기별 문화예술교육 지원사업 꿈다락 문화예술학교,"미술,융복합",중장년,2024-06-29,2024-11-30,경상남도 창원시 의창구 창이대로165번길 7,경남,창원시 의창구,35.2447096583489,128.65522333717
1039,경남쳄버쏘싸이어티,"나의 목소리, 함께하는 우리",봉곡평생핛습센터,생애주기별 문화예술교육 지원사업 꿈다락 문화예술학교,음악,"아동,청소년",2024-06-29,2024-11-30,경상남도 창원시 의창구 창이대로165번길 7,경남,창원시 의창구,35.2447096583489,128.65522333717
1040,군산노인종합복지관,"문화예술치유프로그램지원사업 「마음치유, 봄처럼(치매안심센터 협력)」- 청춘클라이맥스",군산시치매안심센터 중앙분소,,"국악,연극",노년,2023-05-22,2023-11-30,전라북도 군산시 둔배미길 29 군산노인종합복지관,전북특별자치도,군산시,35.9829024512593,126.715779962403
1041,군산노인종합복지관,우리의 봄,군산노인종합복지관,"마음치유, 봄처럼(치매안심협력)",음악,노년,2024-05-22,2024-10-30,전북특별자치도 군산시 둔배미길 29,전북특별자치도,군산시,35.9829024512593,126.715779962403
1042,군산노인종합복지관,"두근두근 청춘 다시, 봄",군산노인종합복지관 작은도서관,"마음치유, 봄처럼(치매안심협력)",미술,노년,2024-05-22,2024-10-30,전북특별자치도 군산시 둔배미길 29,전북특별자치도,군산시,35.9829024512593,126.715779962403
1043,군산노인종합복지관,춤추는 청춘열차,군산시치매안심센터 중앙분소,"마음치유, 봄처럼(치매안심협력)",무용,노년,2024-05-21,2024-10-30,전북특별자치도 군산시 둔배미길 29,전북특별자치도,군산시,35.9829024512593,126.715779962403
1044,군산노인종합복지관,자기표현을 위한 무용치유프로그램 ‘청춘 나빌레라’,태아트센터,"2024 국민 참여형 예술치유 워크숍「치유도, 예술로」",무용,노년,2024-05-22,2024-05-23,전북특별자치도 군산시 둔율3길 13,전북특별자치도,군산시,35.9832967708244,126.715868809225
1045,글로벌아트앤프렌즈,엄마의 예술로 다락(多樂)방,유성구 공동육아나눔터,2025 생애주기별 문화예술교육 지원사업,"공예,사진,미술",중장년,2025-05-13,2025-11-25,대전광역시 유성구 반석로 78,대전,유성구,36.3907729243946,127.306259029024
1046,글로벌아트앤프렌즈,예술로 패스(Family & Spring),스마트시티5단지오피스텔,2025 기관연계형 문화예술교육 지원사업,"만화/애니메이션,공예,미술,미디어","아동,청소년,중장년",2025-05-17,2025-11-15,대전광역시 유성구 엑스포로123번길 46-15,대전,유성구,36.3771856256746,127.393837394513
1047,금천노인종합복지관,레진아트-바다가 담긴소품,금천노인종합복지관,문화예술지원사업-예술누림,미술,노년,2025-05-29,2025-11-30,서울특별시 금천구 시흥대로51길 93-32,서울,금천구,37.4501343152384,126.897763811332
1048,나우예술심리연구소,마음블록,아람초등학교,마음치유 봄처럼,"음악,미술,연극/뮤지컬",아동,2024-04-25,2024-11-15,경기도 고양시 덕양구 서정마을로 36,경기,고양시 덕양구,37.6194566433451,126.850412322471
1049,나우예술심리연구소,마음머뭄터,현산초등학교,마음치유 봄처럼,"음악,미술,연극/뮤지컬",아동,2024-04-25,2024-11-13,경기도 고양시 일산서구 산현로 87,경기,고양시 일산서구,37.6926996231239,126.771335252034
1050,나우예술심리연구소,마음쉼터,성사초등학교,마음치유 봄처럼,"음악,미술,연극/뮤지컬",아동,2024-04-26,2024-11-15,경기도 고양시 덕양구 호국로834번길 89,경기,고양시 덕양구,37.6578216922442,126.843652403898
1051,대전재즈음악연구소,동화책 속에 빠진 재즈,관저문예회관 2층 다목적실A,2024생애주기별 문화예술교육 지원사업,"음악,미술,문학",아동,2024-06-08,2024-10-12,대전광역시 서구 관저동로105번길 20,대전,서구,36.3016711698161,127.339550113287
1052,문화통신사협동조합,순환랩 모두의 재능이 나오는 신묘한 자판기,,꿈다락예술문화학교,"미술,기타","청년,중장년,노년",,,완산구 덕적골3길 56 온평,전북특별자치도,전주시 완산구,35.7953729439803,127.143072150972
1053,문화통신사협동조합,순환랩 프로그램 이야기와 재능이 나오는 천사들의 신묘한 자판기,,꿈다락예술문화학교,"미술,기타","아동,청소년,청년,중장년,노년",,,전주시 완산구 문화3길 14-3 천사마을 카페,전북특별자치도,전주시 완산구,35.8242471992533,127.156937947494
1054,뻔뻔한뮤지컬컴퍼니,그림자 나와라 뚝딱,2층,2025 생애주기 지원사업,연극/뮤지컬,유아,2025-05-12,2025-07-21,충청북도 청주시 상당구 교서로 8-4,충북,청주시 상당구,36.6373783484039,127.486803450914
1055,뻔뻔한뮤지컬컴퍼니,연극하며 놀자,안남배바우 작은도서관,2025문화예술교육배달지원사업,연극/뮤지컬,"아동,청소년",2025-06-10,2025-10-28,충청북도 옥천군 안남면 안남로 456,충북,옥천군,36.3606646656535,127.677204225678
1056,아트앤핸즈주식회사,예술로 연결된 우리의 이야기,혜원장애인종합복지관,2025년 문화예술교육 배달지원사업,미술,"유아,아동,청소년,중장년,장애인",2025-06-13,2025-07-18,충청북도 청주시 서원구 남지로21번길 60,충북,청주시 서원구,36.6041239018204,127.463044329624
1057,아트앤핸즈주식회사,발달장애인과발달장애인가족을 대상으로한 문화예술지원,산원빌딩 8층,2024충북형 생애주기 문화예술교육지원사업,미술,"유아,아동,청소년,중장년,장애인",2024-05-11,2024-06-08,충청북도 청주시 상당구 교동로3번길 127,충북,청주시 상당구,36.6430589357496,127.490238952568
1058,아트앤핸즈주식회사,예술로 연결된 우리의 이야기,너른품센터,2025년 문화예술교육 배달지원사업,미술,"유아,아동,청소년,중장년,장애인",2025-09-18,2025-10-30,충청북도 청주시 청원구 사뜸로 103,충북,청주시 청원구,36.6702878140827,127.477522038891
1059,아트앤핸즈주식회사,발달장애인과발달장애인가족을 대상으로한 문화예술지원,산원빌딩8층 아트앤핸즈,2024충북형 생애주기 문화예술교육지원사업,미술,장애인,2024-09-07,2024-10-05,충청북도 청주시 상당구 교동로3번길 127,충북,청주시 상당구,36.6430589357496,127.490238952568
1060,예술공동체아츠아미,나를 위한 음악극,월계문화복지센터,2024 꿈다락 문화예술학교,음악,노년,2024-08-01,2024-10-17,서울특별시 노원구 월계로42길 9,서울,노원구,37.6242647622428,127.050792092263
1061,옹진군공예협동조합,바다갯벌도자기만들기 프로그램,본점,자연친화적  도예 체험프로그램,"공예,미술,전통,기타",,2025-04-19,2025-12-31,인천광역시 옹진군 영흥면 선재로 276,인천,옹진군,37.2514621779578,126.520454989315
1062,장성군청소년수련관,뚝딱 목공 예술놀이터,장성군청소년수련관,꿈다락 문화예술학교,"디자인,공예,건축,융복합","청년,중장년",2024-06-27,2024-11-30,전라남도 장성군 장성읍 문화로 110,전남,장성군,35.3023018097542,126.767832641731
1063,장성군청소년수련관,"드로잉 여행, 그리GO",,꿈다락예술문화학교,미술,아동,,,"장성군 장성읍 문화로 110, 장성군청소년수련관",전남,장성군,35.3023018097542,126.767832641731
1064,장성군청소년수련관,음악여행 “만들고 연주하리라”,,꿈다락예술문화학교,음악,아동,,,"장성군 장성읍 문화로 110, 장성군청소년수련관",전남,장성군,35.3023018097542,126.767832641731
1065,찰리재즈오케스트라,찰리의 힐링 밴드,제15해병교육연대교육지원대,,음악,"청소년,청년,중장년",2023-05-24,2023-10-04,대구광역시 남구 현충로48길 19 1층(보안상 주소등록 불가),대구,남구,35.8527959297232,128.584435105842
1066,청주민족미술인협회,꿈을 손으로 만들어 가는 천사들 이야기,교육실,헬로우 아트랩,미술,장애인,2024-06-01,2024-07-30,충청북도 청주시 상당구 영운로 122-1,충북,청주시 상당구,36.6264856105992,127.496084254168
1067,초록마을작은도서관,"대전, 우주 최고 꿀잼도시로 거듭나다!",201호 초록마을작은도서관,2024 생애주기별 문화예술교육,"만화/애니메이션,공예,사진,미술,융복합",아동,2024-05-11,2024-09-07,대전광역시 서구 복수남로 56,대전,서구,36.2984997985525,127.375365304383
1068,하남시청소년수련관,청소년 음악 치유 프로그램 청소년 MT - Music Therapy,,꿈다락예술문화학교,음악,청소년,,,하남시 조정대로 111 하남시청소년수련관,경기,하남시,37.5533364771776,127.190477974757
1069,해바라기작은도서관,움직이는 그림책,해바라기작은도서관,,"연극,미술,공예,문학,기타",청소년,2023-04-13,2023-10-21,충청북도 보은군 회인면 회인로5길 12-2 해바라기작은도서관,충북,보은군,36.4933559672015,127.596446406487
1070,협동조합극단놀이터,공룡 아빠의 새로운 가족,103호,공룡 아빠의 새로운 가족,연극/뮤지컬,"유아,아동,장애인",2024-06-19,2024-12-31,대전광역시 중구 중앙로121번길 44,대전,중구,36.3299832110766,127.422699483305
1071,협동조합극단놀이터,냉장고에 북극곰이 산다고?,103호,냉장고에 북극곰이 산다고?,연극/뮤지컬,"유아,아동,장애인",2024-06-19,2024-12-31,대전광역시 중구 중앙로121번길 44,대전,중구,36.3299832110766,127.422699483305
1072,협동조합극단놀이터,학교폭력예방뮤지컬 STOP,103호,학교폭력예방뮤지컬 STOP,연극/뮤지컬,"아동,청소년,장애인",2024-06-18,2024-12-31,대전광역시 중구 중앙로121번길 44,대전,중구,36.3299832110766,127.422699483305
1073,협동조합극단놀이터,꿈을 찾는 경기민요 한마당,103호,꿈을 찾는 경기민요 한마당,국악,노년,2024-06-19,2024-12-31,대전광역시 중구 중앙로121번길 44,대전,중구,36.3299832110766,127.422699483305
1074,수자원환경산업진흥 (금강문화관),주말예술캠퍼스 금강예술탐험대,,꿈다락예술문화학교,"미술,무용,기타",아동,,,나리로 82 (한솔동1251) 세종보관리사무소,세종특별자치시,,36.4762384465654,127.259466238359
1075,수자원환경산업진흥 (금강문화관),주말예술캠퍼스 금강예술탐험대,,꿈다락예술문화학교,"미술,무용",아동,,,부여군 북포로 451 금강문화관 (백제보),충남,부여군,36.3171421584747,126.940585941556
1076,세종문화예술연구소 청명,생애전환 문화예술학교 - 젊은도시 세종! 행복한 내일을,"가온마을 7단지 상가동, 세종청년센터","2024 꿈다락 문화예술학교 /세종/청년,중장년","영화,사진,미디어","청년,중장년",2024-07-03,2024-11-27,세종특별자치시 다정중앙로 20,세종특별자치시,,36.4925571778608,127.250000451669
1077,세종문화예술연구소 청명,응원나라! 예술기자단!,세종럭스스퀘어701호 (움적거리다),"2024 꿈다락 문화예술학교 /세종/아동, 청소년","영화,만화/애니메이션,공예,사진,미술,무용,미디어,융복합",아동,2024-07-07,2024-11-24,세종특별자치시 조치원읍 세종로 2282,세종특별자치시,,36.5910595064046,127.292111754211
1078,세종문화예술연구소 청명,레디 액션! 내 친구 AI와 함께 동화 속으로 고고,둔산도서관,2025 생애주기별 문화예술교육 지원사업 [꿈다락 문화,"영화,만화/애니메이션,공예,연극/뮤지컬,융복합","아동,청소년",2025-06-21,2025-11-22,대전광역시 서구 청사로 263,대전,서구,36.3600437026058,127.393184785844
1079,세종문화예술연구소 청명,예술이의 시간여행! AI타임머신!,해밀동복합커뮤니티센터,2024년 세종문화예술교육 지원사업/ 꿈다락,"영화,만화/애니메이션,공예,사진,미술,연극/뮤지컬,미디어,융복합",아동,2024-05-25,2024-10-19,세종특별자치시 해밀1로 45,세종특별자치시,,36.5268944041718,127.26828969772
1080,세종문화예술연구소 청명,응원 나라! 예술 놀이터!,세종럭스스퀘어701호 (움적거리다),2025 생애주기별 문화예술교육 지원사업 [꿈다락 문화,"영화,사진,미술,무용,미디어,융복합,기타","아동,청소년",2025-06-28,2025-11-30,세종특별자치시 조치원읍 세종로 2282,세종특별자치시,,36.5910595064046,127.292111754211
1081,세종문화예술연구소 청명,"예술 산책! 프레임을 넘어, 행복한 세상을 찾아서!",김수현드라마아트홀,2025 생애주기별 문화예술교육 지원사업 [꿈다락 문화,"영화,사진,미디어,융복합","청년,중장년",2025-07-12,2025-11-16,충청북도 청주시 상당구 우암산로41번길 21,충북,청주시 상당구,36.6413093968278,127.494121457913
1082,세종문화예술연구소 청명,"2024 예술로 어울림 연서면""푸른 세종 예술로 동행""",연서면 지역,2024 예술로 어울림,,,2024-06-01,2024-12-19,세종특별자치시 연서면 월하1길 17-1,세종특별자치시,,36.5766182000381,127.290251711813
1083,세종문화예술연구소 청명,생애전환 문화예술학교 - 일요 산책! 문화도시 청주를,김수현드라마아트홀 교육실,"2024 꿈다락 문화예술학교 /충북 청주시/청년,중장년","영화,사진,미디어","청년,중장년",2024-07-07,2024-11-24,충청북도 청주시 상당구 우암산로41번길 21,충북,청주시 상당구,36.6413093968278,127.494121457913
1084,세종문화예술연구소 청명,도서관 연계 프로그램 - 레디 액션! 동화 속으로 고고,만년뜰작은도서관,"2024 꿈다락 문화예술학교 /대전/아동, 청소년","영화,만화/애니메이션,공예,미술,연극/뮤지컬,미디어,융복합","아동,청소년",2024-07-11,2024-11-28,대전광역시 서구 만년로 17,대전,서구,36.3676121664883,127.374830542868
1085,세종문화예술연구소 청명,2024 예술로 어울림 결과발표회,정동체험마을,2024 예술로 어울림,,,2024-12-28,2024-12-30,세종특별자치시 연서면 효교동길 93,세종특별자치시,,36.5832773533462,127.239889440016
1086,국제통합예술교육협회,꿈다락 문화예술학교_ 내가 알파세대! 예술적 꿀팁(이정골 탈탈 털어봐),라폼므현대미술관,,"미술,융복합",아동,2023-04-22,2023-11-18,충청북도 청주시 상당구 이정골로 95,충북,청주시 상당구,36.6351647244763,127.523732193797
1087,너크너크아트스튜디오,내 눈으로 넠넠 두드리기,공간 스페이스원오프,꿈다락문화예술학교,"미술,융복합",아동,2024-07-14,2024-11-17,서울특별시 성북구 월곡로18가길 34,서울,성북구,37.6030299503739,127.043447956669
1088,도비문화예술체험학교,청춘2막 학교-생애포트폴리오,,꿈다락예술문화학교,미술,노년,,,논산시 노성면 호월로 113번길-6 도비문화예술체험학교 1층실습실,충남,논산시,36.3046199586721,127.087357805445
1089,도비문화예술체험학교,씽씽 달려가는 나무학교,,꿈다락예술문화학교,미술,"아동,중장년",,,논산시 노성면 호월로 113번길-6 도비문화예술체험학교 1층실습실,충남,논산시,36.3046199586721,127.087357805445
1090,도비문화예술체험학교,일상이 예술이 되다,,꿈다락예술문화학교,미술,"중장년,노년",,,논산시 노성면 호월로 113번길-6 도비문화예술체험학교 1층 실습실,충남,논산시,36.3046199586721,127.087357805445
1091,명지대학교산학협력단,"치유, 예술로 함께 잇다 [마음, 삶의 가치를 잇다]",동대문구치매안심센터,"2025 문화로 치유 지원사업 [마음치유, 봄처럼]",미술,노년,2025-06-18,2025-08-29,서울특별시 동대문구 홍릉로 81,서울,동대문구,37.5875163184778,127.042707637538
1092,명지대학교산학협력단,"치유, 예술로 함께 잇다 [기억,삶의 의미를 잇다]",영등포구치매안심센터,"2025 문화로 치유 지원사업 [마음치유, 봄처럼]",미술,노년,2025-05-20,2025-08-29,서울특별시 영등포구 당산로29길 9,서울,영등포구,37.5259814870534,126.89397556277
1093,명지대학교산학협력단,"치유, 예술로 함께 잇다 [인사이드 아웃, 나의 안과",청아초등학교 위클래스,"2025 문화로 치유 지원사업 [마음치유, 봄처럼]",미술,아동,2025-05-13,2025-11-04,경기도 하남시 미사강변중앙로132번길 45,경기,하남시,37.5587478487025,127.194191091265
1094,명지대학교산학협력단,"청년 자아 리모델링, 미래로 길을 잇-다.",명지대학교,"2025  [마음치유, 봄처럼] 기획형 프로그램",미술,"청년,중장년",2025-05-25,2025-05-25,서울특별시 서대문구 거북골로 34,서울,서대문구,37.5803770223812,126.921348530876
1095,명지대학교산학협력단,"치유, 예술로 함께 잇다 [해피투게더]",화창초등학교 위클래스,"2025 문화로 치유 지원사업 [마음치유, 봄처럼]",미술,아동,2025-05-21,2025-11-12,경기도 안양시 만안구 양화로217번길 30,경기,안양시 만안구,37.4120834100951,126.903227782399
1096,명지대학교산학협력단,"치유, 예술로 함께 잇다 [인사이드 아웃]",역동초등학교 위클래스,"2025 문화로 치유 지원사업 [마음치유, 봄처럼]",미술,아동,2025-05-12,2025-11-12,경기도 광주시 순암로36번길 45,경기,광주시,37.3983677383948,127.247133598702
